image_path,label
Dataset3TrainTest\train\img043_png.rf.67c43e2a2466a55c5335369d7fa6ab9a.jpg,Banana Unripe
Dataset3TrainTest\train\ima4_png.rf.91c2c2b64443c3fc42c361d7d1ca8887.jpg,Melon Ripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-8-49-59-PM_png.rf.0ae8bbce87073066ba61c7b7402c7099.jpg,Banana Overripe
Dataset3TrainTest\train\rottenOrange-473-_jpg.rf.08a6a7a62f1615b3f9f7b74fa19b0826.jpg,Stale Orange
Dataset3TrainTest\train\image104_png.rf.5aaaa07d8ea9bbc9d70021b1cd5b6e13.jpg,Peach Unripe
Dataset3TrainTest\train\IMG_20240408_100250_jpg.rf.6f3313c6d52f0f4c42ccb54199872bb5.jpg,Mango Ripe
Dataset3TrainTest\train\img0177_png.rf.984ebde4e4e00b296eedc232db68b1fe.jpg,Banana Unripe
Dataset3TrainTest\train\img0177_png.rf.984ebde4e4e00b296eedc232db68b1fe.jpg,Banana Unripe
Dataset3TrainTest\train\img0177_png.rf.984ebde4e4e00b296eedc232db68b1fe.jpg,Banana Unripe
Dataset3TrainTest\train\img0177_png.rf.984ebde4e4e00b296eedc232db68b1fe.jpg,Banana Unripe
Dataset3TrainTest\train\img0177_png.rf.984ebde4e4e00b296eedc232db68b1fe.jpg,Banana Unripe
Dataset3TrainTest\train\image605_png.rf.e44cda5d1eb99ef82d2cb0988197f2d3.jpg,Stale Peach
Dataset3TrainTest\train\image109_png.rf.e7d8dfbc243cf38b0f8c29c45f1a0d5a.jpg,Melon Unripe
Dataset3TrainTest\train\IMG_20240408_100254_jpg.rf.e0d669b06d187416d5187e02019fc483.jpg,Mango Ripe
Dataset3TrainTest\train\img52_png.rf.0c52a3627241dd945a5eabb73ef953bb.jpg,Banana Unripe
Dataset3TrainTest\train\31cXlUcvRVL_png.rf.432ad814c460ec99d2ea0acc15799ea9.jpg,Mango Ripe
Dataset3TrainTest\train\31cXlUcvRVL_png.rf.432ad814c460ec99d2ea0acc15799ea9.jpg,Mango Ripe
Dataset3TrainTest\train\31cXlUcvRVL_png.rf.432ad814c460ec99d2ea0acc15799ea9.jpg,Mango Ripe
Dataset3TrainTest\train\frame_00059_jpg.rf.99c489eb28254e16d5a93feb278bf030.jpg,Stale Grape
Dataset3TrainTest\train\-1_jpg.rf.8dda5f40d45bed070f84a920f873e1df.jpg,Mango Overripe
Dataset3TrainTest\train\rottenOrange-102-_jpg.rf.7927a9dc4434e57fbecd218311ad20d8.jpg,Stale Orange
Dataset3TrainTest\train\IMG_8510_jpg.rf.d18dbc8c4ea658f2985c09add03fef9b.jpg,Banana Ripe
Dataset3TrainTest\train\rotated_by_30_Screen-Shot-2018-06-12-at-9-46-48-PM_png.rf.1f9067880cc0e9a43cfc5b1cfb35d3db.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_20240408_100248_jpg.rf.500bb2b3643f1e5049148fe06e809bb0.jpg,Mango Ripe
Dataset3TrainTest\train\3_jpeg.rf.547b4fca421b97b64bf1f0f10cd5b1dc.jpg,Orange Ripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-13-at-12-17-43-AM_png.rf.d120d08ae94223eddca05e334c4c0c74.jpg,Orange Ripe
Dataset3TrainTest\train\r0_7_jpg.rf.a5c8e6e8b6f5e3e56e7b4262a88ddd66.jpg,Apple Overripe
Dataset3TrainTest\train\download-2-_jpg.rf.b1183aab925ab3e048eba19ed4dbb515.jpg,Mango Overripe
Dataset3TrainTest\train\mango_2-938-_jpg.rf.41efa4c0782178ada47131e7b8d17993.jpg,Mango Overripe
Dataset3TrainTest\train\IMG_8492_JPG.rf.5b254049aeaf6a0cde3fc529ebfc7bb0.jpg,Banana Ripe
Dataset3TrainTest\train\rottenOrange-10-_jpg.rf.3f8ba95f860866cddf2885b8d0b5cfe2.jpg,Stale Orange
Dataset3TrainTest\train\IMG_8493_JPG.rf.3994a6bdb94f2999afadc425881aea8d.jpg,Banana Ripe
Dataset3TrainTest\train\img16_png.rf.673113d3be6e45bc85d040beb246cb98.jpg,Banana Unripe
Dataset3TrainTest\train\0_jpg.rf.3e595db7907aee906db0cb7f410e379b.jpg,Melon Ripe
Dataset3TrainTest\train\0_jpg.rf.3e595db7907aee906db0cb7f410e379b.jpg,Melon Ripe
Dataset3TrainTest\train\0_jpg.rf.3e595db7907aee906db0cb7f410e379b.jpg,Melon Ripe
Dataset3TrainTest\train\0_jpg.rf.3e595db7907aee906db0cb7f410e379b.jpg,Melon Ripe
Dataset3TrainTest\train\0_jpg.rf.3e595db7907aee906db0cb7f410e379b.jpg,Melon Ripe
Dataset3TrainTest\train\61_jpg.rf.bce611fda903ff3c82de1933a3c2899c.jpg,Grape Overripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-13-at-12-14-43-AM_png.rf.a124fb7f962d118382d5804e03d5aa77.jpg,Orange Ripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-10-06-12-PM_png.rf.c1c6c565d31330eabb90a5afa7d1638d.jpg,Banana Ripe
Dataset3TrainTest\train\image51_png.rf.c44c43267e2305cfd760db08febf1cea.jpg,Stale Peach
Dataset3TrainTest\train\img00222_png.rf.7e1f7fc7a67afad249e809980f348f6f.jpg,Stale Apple
Dataset3TrainTest\train\rottenOrange-449-_jpg.rf.83c02729e176bd0d3af7b8dbf18d30da.jpg,Stale Orange
Dataset3TrainTest\train\29_jpg.rf.16f1fe9e50e8d3f35bcdb98f43831a75.jpg,Melon Ripe
Dataset3TrainTest\train\29_jpg.rf.16f1fe9e50e8d3f35bcdb98f43831a75.jpg,Melon Ripe
Dataset3TrainTest\train\29_jpg.rf.16f1fe9e50e8d3f35bcdb98f43831a75.jpg,Melon Ripe
Dataset3TrainTest\train\image117_png.rf.86803be9b483141625648579686d177e.jpg,Stale Pear
Dataset3TrainTest\train\banana_2-87-_jpg.rf.a48fdcd85fbb593f510bee04a17adc2a.jpg,Stale Banana
Dataset3TrainTest\train\banana_2-87-_jpg.rf.a48fdcd85fbb593f510bee04a17adc2a.jpg,Stale Banana
Dataset3TrainTest\train\20_jpg.rf.bff3a55913ef197fcdb02b4cbeab3ea9.jpg,Stale Grape
Dataset3TrainTest\train\frame_00034_jpg.rf.c3c4653717bb80ab06901e2ab861cd8f.jpg,Stale Grape
Dataset3TrainTest\train\banana_2-869-_jpg.rf.d4480bbee76c9ba38b355450473a7cf8.jpg,Stale Banana
Dataset3TrainTest\train\banana_2-869-_jpg.rf.d4480bbee76c9ba38b355450473a7cf8.jpg,Stale Banana
Dataset3TrainTest\train\img00223_png.rf.f99653029610f553a09bbf13c95a0f6f.jpg,Stale Apple
Dataset3TrainTest\train\PXL_20230819_121434691_jpg.rf.38fd0deeb0e306a8c5491ec3b65c76d9.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121434691_jpg.rf.38fd0deeb0e306a8c5491ec3b65c76d9.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121434691_jpg.rf.38fd0deeb0e306a8c5491ec3b65c76d9.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121434691_jpg.rf.38fd0deeb0e306a8c5491ec3b65c76d9.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121434691_jpg.rf.38fd0deeb0e306a8c5491ec3b65c76d9.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121434691_jpg.rf.38fd0deeb0e306a8c5491ec3b65c76d9.jpg,Grape Unripe
Dataset3TrainTest\train\FreshBanana-508-_jpg.rf.58888944402d78b490c3e274922dd1ef.jpg,Banana Ripe
Dataset3TrainTest\train\img108_png.rf.bab9183b2f9dd71a4d56780d1801b0ba.jpg,Banana Overripe
Dataset3TrainTest\train\PXL_20230819_121220321_jpg.rf.a40ae58eccc449a8df4952c33582cd91.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121220321_jpg.rf.a40ae58eccc449a8df4952c33582cd91.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121220321_jpg.rf.a40ae58eccc449a8df4952c33582cd91.jpg,Grape Unripe
Dataset3TrainTest\train\rottenOrange-215-_jpg.rf.b9b1123dcb6ee3d28fca20e7fabf7010.jpg,Stale Orange
Dataset3TrainTest\train\r0_143_jpg.rf.d89c9f4c34ac23a33347b64dba69c185.jpg,Apple Unripe
Dataset3TrainTest\train\frame_00048_jpg.rf.c43d15a7023cd57687d580c81fdfe7a9.jpg,Stale Grape
Dataset3TrainTest\train\IMG_20240408_100436_jpg.rf.79d1e2e4e9cc2b644e3fd2b49709c854.jpg,Mango Ripe
Dataset3TrainTest\train\FreshBanana-507-_jpg.rf.1338558c1d0560c65fe438b6a2a22c07.jpg,Banana Ripe
Dataset3TrainTest\train\mango_2-937-_jpg.rf.a2b827cd88de5b45bf85720e77bc86e9.jpg,Stale Mango
Dataset3TrainTest\train\rotated_by_45_Screen-Shot-2018-06-12-at-8-47-51-PM_png.rf.9d9d1f83ac39d5d80e47a4699b73404b.jpg,Banana Overripe
Dataset3TrainTest\train\image424_png.rf.c62577bb812ae8f91ec87026ca770db6.jpg,Peach Unripe
Dataset3TrainTest\train\293_jpg.rf.18472a2df481d472134d1f080b1dc246.jpg,Melon Ripe
Dataset3TrainTest\train\293_jpg.rf.18472a2df481d472134d1f080b1dc246.jpg,Melon Ripe
Dataset3TrainTest\train\293_jpg.rf.18472a2df481d472134d1f080b1dc246.jpg,Melon Ripe
Dataset3TrainTest\train\r1_11_jpg.rf.1405959dee5933b98cd26ea0af56b141.jpg,Apple Unripe
Dataset3TrainTest\train\img092_png.rf.18937f317f1d7875f66fd48c9c7a844f.jpg,Banana Unripe
Dataset3TrainTest\train\image195_png.rf.41a4c345b782f14813eda20f28428f81.jpg,Banana Unripe
Dataset3TrainTest\train\53_jpg.rf.84583056a02c4b57d42169b1b9a50149.jpg,Banana Unripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-9-10-55-PM_png.rf.b9c318ea7f4d348dc6d353e9c235374f.jpg,Stale Banana
Dataset3TrainTest\train\45_jpg.rf.f45d547c4a1376809add73599f11257d.jpg,Grape Overripe
Dataset3TrainTest\train\img00135_png.rf.63044706ee4713645a44f33b9eecc496.jpg,Apple Unripe
Dataset3TrainTest\train\122_jpg.rf.e83c735f65eee235689868a15ef842ef.jpg,Grape Overripe
Dataset3TrainTest\train\image280_png.rf.b27a9c6ea4711a4557bfc59172c3801e.jpg,Orange Unripe
Dataset3TrainTest\train\frame_00218_jpg.rf.d827f14279ec55a8d82c4c83e7533714.jpg,Stale Grape
Dataset3TrainTest\train\img00142_png.rf.de852c8325c35db065a3c3ea0c575789.jpg,Apple Overripe
Dataset3TrainTest\train\img175_png.rf.4894f60fdf0e8e8657471eec06a70ec1.jpg,Banana Unripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-8-54-23-PM_png.rf.7e5c3f376215209d80f2c38a81302a3c.jpg,Banana Overripe
Dataset3TrainTest\train\img110_png.rf.0f74016158bcfc25a5da73d790033027.jpg,Banana Unripe
Dataset3TrainTest\train\rottenOrange-185-_jpg.rf.9637bb6189d5a0d24efa49b7ab33cbf5.jpg,Stale Orange
Dataset3TrainTest\train\img00136_png.rf.427a202d7f3896525a3e804a7e48ea86.jpg,Apple Unripe
Dataset3TrainTest\train\ima5_png.rf.abbc42d8bbf6004823bb932928ddb789.jpg,Melon Ripe
Dataset3TrainTest\train\IMG_8498_jpg.rf.ccd504de6c81227c086c69ab39658f5f.jpg,Banana Ripe
Dataset3TrainTest\train\image28_png.rf.2792f2ea9be6b4225ce7035f3faa0082.jpg,Pear Unripe
Dataset3TrainTest\train\img00197_png.rf.07acabe09dfce5db92eff4df2170dfcc.jpg,Apple Overripe
Dataset3TrainTest\train\IMG_20210704_190534_jpg.rf.1a2b5678d22fc9a9802854ba151e05f7.jpg,Mango Unripe
Dataset3TrainTest\train\image425_png.rf.f724caf8a38482457d902005f67f77bc.jpg,Peach Unripe
Dataset3TrainTest\train\apple_6-783-_jpg.rf.7dd9555aa9d23b3bb1aecdb4653dea45.jpg,Apple Overripe
Dataset3TrainTest\train\10_jpg.rf.9affa6f2378e1726428d2dc6277aa9e9.jpg,Grape Overripe
Dataset3TrainTest\train\image173_png.rf.96576fdf46c9de2680cf77ed13fe4940.jpg,Peach Ripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-9-11-35-PM_png.rf.fdfa9e3eabbe0824be66dd0e71bec8f6.jpg,Stale Banana
Dataset3TrainTest\train\Image_1_png.rf.e7915b90566c1429e31c4e73a94b1e76.jpg,Apple Ripe
Dataset3TrainTest\train\vine55_jpg.rf.3f16e5ccaf77eed67e3e7e3d93a0c276.jpg,Grape Unripe
Dataset3TrainTest\train\vine55_jpg.rf.3f16e5ccaf77eed67e3e7e3d93a0c276.jpg,Grape Unripe
Dataset3TrainTest\train\vine55_jpg.rf.3f16e5ccaf77eed67e3e7e3d93a0c276.jpg,Grape Unripe
Dataset3TrainTest\train\mango_1-913-_png.rf.18993eed6e25a2bb6790f36a2dc92ba2.jpg,Mango Unripe
Dataset3TrainTest\train\IMG_20240406_150337_jpg.rf.a82118543b9c45febe9c5ecf95d49f41.jpg,Apple Ripe
Dataset3TrainTest\train\FreshBanana-805-_JPG.rf.7fb23297e644aba6a2aed2f4a3ee70ed.jpg,Banana Ripe
Dataset3TrainTest\train\PNIQ1OIK9LWK_jpg.rf.0839f31bfa31b442e9dd2f5c5dc51eea.jpg,Grape Unripe
Dataset3TrainTest\train\PNIQ1OIK9LWK_jpg.rf.0839f31bfa31b442e9dd2f5c5dc51eea.jpg,Grape Unripe
Dataset3TrainTest\train\PNIQ1OIK9LWK_jpg.rf.0839f31bfa31b442e9dd2f5c5dc51eea.jpg,Grape Unripe
Dataset3TrainTest\train\PNIQ1OIK9LWK_jpg.rf.0839f31bfa31b442e9dd2f5c5dc51eea.jpg,Grape Unripe
Dataset3TrainTest\train\10_jpg.rf.9fcf7996007519aa165788a88fd4cfe4.jpg,Grape Overripe
Dataset3TrainTest\train\image194_png.rf.ac2ecd49bec534d7dcb2ff2ad628dc22.jpg,Banana Unripe
Dataset3TrainTest\train\frame_00032_jpg.rf.ef4390972f14506b316e00a6dadfb29d.jpg,Stale Grape
Dataset3TrainTest\train\frame_00032_jpg.rf.ef4390972f14506b316e00a6dadfb29d.jpg,Stale Grape
Dataset3TrainTest\train\frame_00032_jpg.rf.ef4390972f14506b316e00a6dadfb29d.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_163814415_jpg.rf.db682b94d9d56336d8f388ecd48227d2.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_163814415_jpg.rf.db682b94d9d56336d8f388ecd48227d2.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_163814415_jpg.rf.db682b94d9d56336d8f388ecd48227d2.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_163814415_jpg.rf.db682b94d9d56336d8f388ecd48227d2.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_163814415_jpg.rf.db682b94d9d56336d8f388ecd48227d2.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_163814415_jpg.rf.db682b94d9d56336d8f388ecd48227d2.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_163814415_jpg.rf.db682b94d9d56336d8f388ecd48227d2.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_163814415_jpg.rf.db682b94d9d56336d8f388ecd48227d2.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_163814415_jpg.rf.db682b94d9d56336d8f388ecd48227d2.jpg,Grape Unripe
Dataset3TrainTest\train\img00129_png.rf.9701e8c9966e7e8aefade03fcf95aa2b.jpg,Apple Unripe
Dataset3TrainTest\train\ima5_png.rf.edcb4606d1dec1d522afca9e003c4329.jpg,Melon Ripe
Dataset3TrainTest\train\49_jpg.rf.9eb210ba12c6539ab3746f36f5ff16e0.jpg,Stale Grape
Dataset3TrainTest\train\RottenBanana-19-_jpg.rf.629dc6661b6d52136a6175b03ca6c958.jpg,Banana Ripe
Dataset3TrainTest\train\RottenBanana-19-_jpg.rf.629dc6661b6d52136a6175b03ca6c958.jpg,Stale Banana
Dataset3TrainTest\train\IMG_0128_jpg.rf.deedc846f9994e5569da085ba793b2a6.jpg,Banana Ripe
Dataset3TrainTest\train\rottenOrange-108-_jpg.rf.c7487742ee57d62c5c8085e37c14f164.jpg,Stale Orange
Dataset3TrainTest\train\Image_8_png.rf.e0739cccbe8413b93f4b0cdfabfed504.jpg,Apple Ripe
Dataset3TrainTest\train\frame_00032_jpg.rf.89bb42f49757b1718affc82b42670db4.jpg,Stale Grape
Dataset3TrainTest\train\IMG_20240408_100256_jpg.rf.e22f587b8b084d571081915c0b8a78fd.jpg,Mango Ripe
Dataset3TrainTest\train\IMG_20240408_100256_jpg.rf.38a58e62cfdf8885fdbaad869476b8e2.jpg,Mango Ripe
Dataset3TrainTest\train\r0_139_jpg.rf.f5abb6ec9ee1c180260c33ba1db8ea8d.jpg,Apple Unripe
Dataset3TrainTest\train\rottenOrange-212-_jpg.rf.f97d2c821ed547fbb3bb701626d2fcc6.jpg,Stale Orange
Dataset3TrainTest\train\IMG_8490_JPG.rf.37f446733108ac912a7ebbebc581368b.jpg,Banana Ripe
Dataset3TrainTest\train\image276_png.rf.999e5ab575b24df0e84e54665f09cdd2.jpg,Orange Unripe
Dataset3TrainTest\train\IMG_20240408_100821_jpg.rf.fd47c364502d4ceaa4c07325b7dcee05.jpg,Apple Ripe
Dataset3TrainTest\train\image421_png.rf.f152de789b1821d59f6c8dc9cf9a8849.jpg,Peach Unripe
Dataset3TrainTest\train\60_jpg.rf.27f7f69d148ed93e9bbdb694abfe4d49.jpg,Grape Overripe
Dataset3TrainTest\train\img00219_png.rf.bc314e8c2ed00ec97e43459c8b5438f9.jpg,Stale Apple
Dataset3TrainTest\train\20230305_062055869_iOS_jpg.rf.a842b4f3a9596a3736e3dd8c9bc7b961.jpg,Mango Overripe
Dataset3TrainTest\train\Image_9_png.rf.e4a909b6035e64fc48ed9ee422987e8d.jpg,Apple Ripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-8-54-23-PM_png.rf.a617b6365617bf6f52c730643e33684f.jpg,Banana Overripe
Dataset3TrainTest\train\0_jpg.rf.73f7cd81f3b80c32c2f7d245ba084702.jpg,Grape Overripe
Dataset3TrainTest\train\IMG_20240408_100255_jpg.rf.4ec73aee6d990c2b79f3d203a4ffb8a5.jpg,Mango Ripe
Dataset3TrainTest\train\FreshBanana-512-_jpg.rf.b2d468b185d9eb3a2264ee5a2e2ded42.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_20240408_100432_1_jpg.rf.f6db3f80f3be0301ed8cb95932a72fe8.jpg,Mango Ripe
Dataset3TrainTest\train\115_jpg.rf.97d7e1846af02918774d26a25595691b.jpg,Grape Overripe
Dataset3TrainTest\train\image503_png.rf.50dff1f23ed65c71408c5ec1dffa3a35.jpg,Pear Unripe
Dataset3TrainTest\train\16_jpg.rf.1ba68897d7c8bc1a6d6554742665fb91.jpg,Banana Unripe
Dataset3TrainTest\train\apple_6-906-_jpg.rf.9d12e0f6e99b2185dcdc3bfff64b189c.jpg,Apple Unripe
Dataset3TrainTest\train\rotated_by_30_Screen-Shot-2018-06-12-at-9-08-12-PM_png.rf.0bb7e0b0969412cd80913c2eea17c1e9.jpg,Banana Overripe
Dataset3TrainTest\train\image321_png.rf.6e760c89a099f241437825e48dfb96f1.jpg,Peach Unripe
Dataset3TrainTest\train\232_jpg.rf.26f69e8430ba51e5b185fe97ea020964.jpg,Melon Ripe
Dataset3TrainTest\train\232_jpg.rf.26f69e8430ba51e5b185fe97ea020964.jpg,Melon Ripe
Dataset3TrainTest\train\232_jpg.rf.26f69e8430ba51e5b185fe97ea020964.jpg,Melon Ripe
Dataset3TrainTest\train\mango_1-893-_png.rf.46c0ea196d2fe1512ee21c4c6463c66d.jpg,Mango Unripe
Dataset3TrainTest\train\13_jpg.rf.0d9d641aa5e8ccef328b61fc8c740b6e.jpg,Stale Grape
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-9-59-35-PM_png.rf.3fc5ef18c2bc5aaff8e1f9ff054a491f.jpg,Banana Ripe
Dataset3TrainTest\train\image1_png.rf.1f578b20e6809ba6d7cc6254620a9dbd.jpg,Peach Ripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-13-at-12-09-14-AM_png.rf.decd73f0b4775c6e4775e3356cb0f20a.jpg,Orange Ripe
Dataset3TrainTest\train\img537_png.rf.fb545b610490b222964334feb62c0096.jpg,Banana Unripe
Dataset3TrainTest\train\22_jpg.rf.4ef3cd1ed49f6e296ffb2c73c7c2c537.jpg,Orange Ripe
Dataset3TrainTest\train\Image_14_png.rf.9ea919d50652d52ce22a4e4963d9abae.jpg,Apple Ripe
Dataset3TrainTest\train\Image_14_png.rf.9ea919d50652d52ce22a4e4963d9abae.jpg,Apple Ripe
Dataset3TrainTest\train\Image_13_png.rf.71200264dda54dbf7bc9d7d8194e2697.jpg,Apple Ripe
Dataset3TrainTest\train\IMG_20210704_190418_jpg.rf.f1c6d1ec864a8d891e0bb9b915c4b165.jpg,Mango Unripe
Dataset3TrainTest\train\rottenOrange-177-_jpg.rf.75302e58b3adb62f1f92dc00647ff9b6.jpg,Stale Orange
Dataset3TrainTest\train\IMG_8487_JPG.rf.dd571c82a5b2e86c53785a5314925b3d.jpg,Banana Ripe
Dataset3TrainTest\train\img349_png.rf.5a8abc1b4bbbe49bde583ac403108c7b.jpg,Banana Unripe
Dataset3TrainTest\train\frame_00074_jpg.rf.b00d53b76a92056af73d02ce428e7159.jpg,Stale Grape
Dataset3TrainTest\train\image317_png.rf.47f5796cd8549c878aed7abd402d1f9d.jpg,Peach Unripe
Dataset3TrainTest\train\FreshBanana-695-_jpg.rf.30a5df32a4dd33574e08df641d3fe4ae.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-695-_jpg.rf.30a5df32a4dd33574e08df641d3fe4ae.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-695-_jpg.rf.30a5df32a4dd33574e08df641d3fe4ae.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-695-_jpg.rf.30a5df32a4dd33574e08df641d3fe4ae.jpg,Banana Ripe
Dataset3TrainTest\train\1686758718507_png.rf.bc41359af990d7031a4bedf94fb4cb9d.jpg,Banana Unripe
Dataset3TrainTest\train\IMG_20210703_151611_jpg.rf.7d8a0bf9eefea0b9b95c06e36344115f.jpg,Mango Ripe
Dataset3TrainTest\train\IMG_20240408_100818_jpg.rf.83e7529b9e08dc8a9bab603c15af835c.jpg,Apple Ripe
Dataset3TrainTest\train\IMG_20210704_190932_jpg.rf.625c44279d1a464dcd4b75cf80ebfa35.jpg,Mango Unripe
Dataset3TrainTest\train\img99_png.rf.68266ef1435db30a1dbab95fd01d779e.jpg,Banana Unripe
Dataset3TrainTest\train\rotated_by_30_Screen-Shot-2018-06-12-at-9-47-27-PM_png.rf.700108f3443e49e82ff17992f689c1b3.jpg,Banana Ripe
Dataset3TrainTest\train\WhatsApp-Image-2022-12-06-at-22-49-07-1-_jpeg.rf.74aea5e70cfed2ce08d8546d2b7c1898.jpg,Pear Overripe
Dataset3TrainTest\train\IMG_20240408_100409_jpg.rf.f1df70a9af703297142e5b2c4994e65e.jpg,Mango Ripe
Dataset3TrainTest\train\FreshBanana-697-_jpg.rf.8e0ce7946b4df6022f3521a3a97629dc.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-697-_jpg.rf.8e0ce7946b4df6022f3521a3a97629dc.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_20240408_100413_jpg.rf.3e0dc251356ef8ccde35cd67001f60f2.jpg,Mango Ripe
Dataset3TrainTest\train\IMG_20210704_190411_jpg.rf.c35a3df12c2cc7d3bc26a803fa1232e3.jpg,Mango Unripe
Dataset3TrainTest\train\223_jpg.rf.d715eb38f21795ff2433718c128a9821.jpg,Melon Ripe
Dataset3TrainTest\train\223_jpg.rf.d715eb38f21795ff2433718c128a9821.jpg,Melon Ripe
Dataset3TrainTest\train\JIQKNJG8O0G0_jpg.rf.9fcd3ea4642a2d7457f9ca1f56bbaabf.jpg,Grape Ripe
Dataset3TrainTest\train\JIQKNJG8O0G0_jpg.rf.9fcd3ea4642a2d7457f9ca1f56bbaabf.jpg,Grape Ripe
Dataset3TrainTest\train\JIQKNJG8O0G0_jpg.rf.9fcd3ea4642a2d7457f9ca1f56bbaabf.jpg,Grape Ripe
Dataset3TrainTest\train\JIQKNJG8O0G0_jpg.rf.9fcd3ea4642a2d7457f9ca1f56bbaabf.jpg,Grape Ripe
Dataset3TrainTest\train\image654_png.rf.c45650157d2f9755174822ce7d16943a.jpg,Peach Unripe
Dataset3TrainTest\train\102_jpg.rf.d128bf17009d018184c28d2c5603a407.jpg,Melon Ripe
Dataset3TrainTest\train\102_jpg.rf.d128bf17009d018184c28d2c5603a407.jpg,Melon Ripe
Dataset3TrainTest\train\102_jpg.rf.d128bf17009d018184c28d2c5603a407.jpg,Melon Ripe
Dataset3TrainTest\train\rotated_by_30_Screen-Shot-2018-06-12-at-9-08-00-PM_png.rf.d87f4fcb33c34d198c3a16f7d404b7ec.jpg,Banana Overripe
Dataset3TrainTest\train\banana-19-_jpg.rf.dc5ce4ca7524fcdf8823118293f1c392.jpg,Banana Ripe
Dataset3TrainTest\train\banana-19-_jpg.rf.dc5ce4ca7524fcdf8823118293f1c392.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_20240408_100300_jpg.rf.944eba3974c8fd7d63ab31027ba2d159.jpg,Mango Ripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1892_jpg.rf.4ee2ce696d959203d47d15e43421fb43.jpg,Grape Unripe
Dataset3TrainTest\train\apple_6-9-_JPG.rf.c225d25aeedc10dbc9540bbe5bdc3f2a.jpg,Apple Overripe
Dataset3TrainTest\train\banana-18-_jpg.rf.ea01b5f2e5e79d1b3a7f88cebe8dd067.jpg,Stale Banana
Dataset3TrainTest\train\banana-18-_jpg.rf.ea01b5f2e5e79d1b3a7f88cebe8dd067.jpg,Banana Ripe
Dataset3TrainTest\train\banana-18-_jpg.rf.ea01b5f2e5e79d1b3a7f88cebe8dd067.jpg,Banana Ripe
