image_path,label,type
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (264).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (265).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (265).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (266).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (266).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (267).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (267).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (268).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (268).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (269).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (269).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (27).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (27).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (270).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (270).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (271).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (271).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (272).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (272).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (273).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (273).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (274).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (274).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (275).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (275).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (276).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (276).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (277).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (278).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (278).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (279).JPG,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (279).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (28).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (28).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (280).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (280).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (281).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (281).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (282).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (283).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (284).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (285).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (286).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (287).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (289).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (29).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (29).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (290).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (291).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (292).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (293).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (294).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (295).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (296).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (297).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (298).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (299).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (3).jpeg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (3).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (3).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (30).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (30).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (300).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (301).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (302).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (303).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (304).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (305).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (306).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (307).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (308).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (309).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (31).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (31).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (310).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (311).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (312).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (313).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (314).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (315).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (316).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (317).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (318).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (319).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (32).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (32).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (320).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (321).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (322).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (323).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (33).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (33).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (34).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (34).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (35).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (35).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (36).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (36).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (37).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (37).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (38).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (38).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (39).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (39).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (4).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (4).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (40).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (40).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (41).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (41).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (42).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (42).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (43).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (43).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (44).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (44).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (45).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (45).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (46).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (46).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (47).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (47).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (48).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (48).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (49).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (49).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (5).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (5).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (50).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (50).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (51).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (51).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (52).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (52).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (53).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (53).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (54).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (54).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (55).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (55).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (56).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (56).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (57).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (57).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (58).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (58).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (59).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (59).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (6).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (6).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (60).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (60).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (61).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (61).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (62).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (62).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (63).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (63).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (64).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (64).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (65).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (65).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (66).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (66).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (67).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (67).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (68).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (68).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (69).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (69).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (7).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (7).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (70).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (70).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (71).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (71).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (72).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (72).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (73).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (73).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (74).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (74).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (75).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (75).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (76).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (76).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (77).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (77).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (78).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (78).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (79).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (79).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (8).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (8).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (80).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (80).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (81).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (81).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (82).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (82).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (83).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (83).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (84).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (84).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (85).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (85).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (86).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (86).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (87).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (87).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (88).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (88).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (89).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (89).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (9).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (9).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (90).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (90).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (91).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (91).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (92).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (92).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (93).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (93).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (94).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (94).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (95).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (95).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (96).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (96).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (97).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (97).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (98).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (98).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (99).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Healthy\freshTomato (99).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (1).jpeg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (1).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (1).png,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (10).jpeg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (10).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (100).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (101).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (102).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (103).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (104).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (105).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (106).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (107).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (108).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (109).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (11).jpeg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (11).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (110).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (111).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (112).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (113).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (114).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (115).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (116).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (117).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (118).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (119).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (12).jpeg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (12).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (120).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (121).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (122).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (123).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (124).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (125).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (126).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (127).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (128).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (129).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (13).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (130).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (131).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (132).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (133).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (134).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (135).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (136).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (137).jpg,stale,vegetable
Fruit And Vegetable Diseases Dataset/Tomato__Rotten\rottenTomato (138).jpg,stale,vegetable
